compound,solvent,lambda_max,source
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,CCO,248.0,fluodb
COc1ccc(N(c2ccc(OC)cc2)c2sc(-c3ccc(Cl)cc3)nc2-c2ccccc2)cc1,ClC(Cl)Cl,393.0,fluodb
COc1ccc(-n2nc(C#N)c(=NC3CCCCC3)[nH]2)cc1,CN(C)C=O,336.0,fluodb
COC(=O)c1c(C(=O)OC)c2ccc(-c3ccc4ccccc4c3)nn2c1C(=O)OC,CO,450.0,fluodb
CC(=C(C#Cc1ccccc1)C#Cc1ccccc1)c1ccc(C(C)=C(C#Cc2ccccc2)C#Cc2ccccc2)cc1,ClC(Cl)Cl,360.0,fluodb
c1ccc(-c2nn(-c3ccccc3)c3nc4ccc(N(c5ccccc5)c5ccccc5)cc4cc23)cc1,CN(C)C=O,450.0,fluodb
N#C/C(=C\C=C\c1cc2sc(C=C3C=C(c4ccccc4)OC(c4ccccc4)=C3)cc2s1)C(=O)O,ClCCl,583.0,fluodb
Cc1ccc(N(c2ccc(C)cc2)c2ccc(C3=Cc4ccc(/C=C(/C#N)C(=O)O)cc4C3)cc2)cc1,C1CCOC1,447.0,fluodb
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)c(F)c(F)c(Br)c3F)cc2)cc1,CS(C)=O,432.0,fluodb
N#CC1=CC(c2ccccc2)=CC(C#N)=P1(c1ccccc1)c1ccccc1,ClC(Cl)Cl,480.0,fluodb
CCCCCCc1ccc(-c2ccc(N(c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)cc3)c3ccc(-c4ccc(CCCCCC)s4)cc3)cc2)s1,ClCCl,493.0,fluodb
O=c1ccc2cc3ccoc3cc2o1,CCO,299.0,fluodb
Cc1ccc(C2=C3C=CC(=[O+]c4ccccc4Br)N3[B-](F)(F)n3c(Oc4ccccc4Br)ccc32)cc1,CCCC#N,513.0,fluodb
CCc1c(C)c2n(c1C)[B-](F)(F)n1c(C)c(CC)c(C)c1C2=c1c(C)cc(C)nc1=C1C=CC=[S+]1,CN(C)C=O,532.0,fluodb
N#C/C(=C\c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)s1)C(=O)O,CN(C)C=O,515.0,fluodb
Cc1ccc(SC2=[N+]3C(=C(c4c(C)cc(C)cc4C)c4cc(Br)c(Sc5ccc(C)cc5)n4[B-]3(F)F)C=C2Br)cc1,CC#N,594.0,fluodb
F[B-]1(F)n2c(ccc2-c2ccccc2)C(c2ccco2)=C2C=CC(c3ccccc3)=[N+]21,CO,569.0,fluodb
O=C1OC(c2ccccc2)=N/C1=C\c1ccc(N(c2ccc(/C=C3\N=C(c4ccccc4)OC3=O)cc2)c2ccc(/C=C3/N=C(c4ccccc4)OC3=O)cc2)cc1,CC(C)=O,499.0,fluodb
CCN(CC)c1ccc2c(c1)C(C)(C)c1cc(-c3oc4ccccc4c(=O)c3OC)ccc1-2,ClC(Cl)(Cl)Cl,403.0,fluodb
CC1=C(C=C(Br)Br)C(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(C=O)c(C)n1[B-]2(F)F,CO,504.0,fluodb
COc1cc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cc(OC)c(OC)c(OC)c5)c(-c5cc(OC)c(OC)c(OC)c5)n4[B-](F)(F)[N+]3=C2c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,C1CCCCC1,626.0,fluodb
COc1ccc(-c2cc(-c3ccc(Br)cc3)c3n2[B-](C#CC[N+](C)(C)Cc2ccc(C(=O)NCCN=C(O)CN4CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC4)cc2)(C#CC[N+](C)(C)Cc2ccc(C(=O)NCCN=C(O)CN4CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC4)cc2)n2c(=C4C=CC(=[O+]C)C=C4)cc(-c4ccc(Br)cc4)c2=N3)cc1,O,705.0,fluodb
c1ccc(-n2c(-c3ccc(-c4nc(-c5ccc(-c6nc7ccccc7n6-c6ccccc6)cc5)c5ccccc5n4)cc3)nc3ccccc32)cc1,ClCCl,342.0,fluodb
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,CCCO,374.0,fluodb
CN1C(=CC2=C([O-])C(=O)C2=C(C#N)C#N)Sc2ccccc21,CCO,481.0,fluodb
CN(C)c1ccc(C=C2Cc3ccccc3C2=O)cc1,CC#N,427.0,fluodb
COc1ccc2c(c1)=C1N=C(c3ccccc3)c3ccccc3N1[B-](F)(F)[O+]=2,Cc1ccccc1,434.0,fluodb
CCOC(=O)C1c2ccccc2C(=O)N1c1ccccc1,CS(C)=O,286.0,fluodb
CCCN1C(=CC=C(C=Cc2sc3ccccc3[n+]2CCC)c2ccc([N+](=O)[O-])cc2)C(C)(C)c2ccccc21,O,631.0,fluodb
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4c(=O)n5c(c=4c4ccc(c2c34)C1=O)=c1c2c3ccc4c6c(ccc(c=2c(=O)n1C5)c63)C(=O)N(c1c(C(C)C)cccc1C(C)C)C4=O,Cc1ccccc1,688.0,fluodb
Cc1cc(C)n2c1C(=C1C=CC(=[N+](c3ccccc3)c3ccccc3)C=C1)c1c(C)cc(C)n1[B-]2(F)F,CCOCC,499.0,fluodb
COc1ccc(Nc2ccc3cc4c(c(C(C)=O)c3c2)CCC4)cc1,ClCCl,372.0,fluodb
CCN(CC)c1ccc(C=Cc2sc3ccccc3[n+]2CC(=O)[O-])cc1,CO,533.0,fluodb
CN(C)c1ccc(C=C/C=C/C=C/c2ccc(C#N)cc2)cc1,C1CCOC1,420.0,fluodb
F[B-]1(F)N2C(=[Cl+])C(Cl)=CC2=C(Oc2ccccc2)c2cc(Cl)c(Cl)n21,C1CCOC1,496.0,fluodb
O=C([O-])c1ccc2cc3cc(C(=O)[O-])ccc3cc2c1,CN(C)C=O,392.0,fluodb
CC1=CC(C)=[N+]2C1=C(C1=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c31)c1c(C)cc(C)n1[B-]2(F)F,CCO,512.0,fluodb
CCC1(CC)c2ccc(/C=C/C3=C(Sc4ccccc4)C(=C(C#N)C#N)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CC(C)=O,487.0,fluodb
CC(C)[Si]1(C(C)C)c2cc(C#N)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,ClCCl,388.0,fluodb
O=c1nc(-c2ccc(-c3ccc(/C=C/c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)s2)[nH]c(-c2ccc(-c3ccc(/C=C/c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)s2)n1,CN(C)C=O,493.0,fluodb
C[N+](C)=C1C=Cc2cc(=C3C=C(c4ccc(C#N)cc4)O[B-](F)(F)O3)ccc2=C1,CS(C)=O,559.0,fluodb
CN(C)CCCN1c2ccccc2Sc2ccccc21,O,302.0,fluodb
CCCCCCc1ccsc1-c1ccc(-c2ccc(-c3sc(-c4cc(CCCCCC)c(-c5ccc(-c6ccc(-c7sc(-c8cc(CCCCCC)c(-c9ccc(-c%10ccc(-c%11sc(/C=C(\C#N)C(=O)O)cc%11CCCCCC)s%10)s9)s8)cc7CCCCCC)s6)s5)s4)cc3CCCCCC)s2)s1,ClC(Cl)Cl,467.0,fluodb
COc1ccc2[nH]c(=N)sc2c1,CC#N,305.0,fluodb
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Cc1ccccc1,417.0,fluodb
CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccc(O)cc3c1C2c1ccccn1,O,274.0,fluodb
CN(C)c1ccc(-c2nc3ncccc3[nH]2)cc1,C1CCCCC1,351.0,fluodb
CCC1(CC)c2ccc(/C=C/C3=C(Sc4ccccc4)C(=C(C#N)C#N)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1CCCCC1,490.0,fluodb
CCCCCCOc1c2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)oc2c(OCCCCCC)c2cc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)oc12,C1CCOC1,485.0,fluodb
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3ccc(N(CC)CC)cc3[o+]c12,O,580.0,fluodb
O=C(/C=C1\C(O)=Nc2ccccc21)c1ccc(Cl)cc1,CC(C)(C)O,339.0,fluodb
O=C(O)c1ccc2c(c1)C(=O)/C(=C/c1ccc3c(c1)Sc1ccccc1N3CCCCCCCCCCN1c3ccccc3Sc3cc(/C=C4\C(=O)c5ccc(C(=O)O)cc5C4=O)ccc31)C2=O,CN(C)C=O,508.0,fluodb
Cc1ccc(N(C)C)cc1C1=C2C=CC(=[N+](C)C)C=C2[Si](C)(C)c2cc(N(C)C)ccc21,O,646.0,fluodb
CN(C)c1ccc(/C=C2\CCCC2=O)cc1,ClC(Cl)(Cl)Cl,370.0,fluodb
COc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,C1CCOC1,369.0,fluodb
O=c1c2cc(Cl)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,ClCCl,345.0,fluodb
C[NH+]1C=CC(=CC=c2ccc3c(c2)C=CC(=O)C=3)C=C1,CO,409.0,fluodb
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2B1c2c-3cccc2-c2cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n1c23,C1CCOC1,387.0,fluodb
Fc1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(C)=O,349.0,fluodb
CC(=O)c1c2c(cc3c(N(C)C)cccc13)CCC2,C1CCOC1,330.0,fluodb
Cc1cccc(N2c3c(sc4ccccc34)Sc3sc4ccccc4c32)c1,ClCCl,309.0,fluodb
CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(SCCCC)=C(SCCCC)S2)c2ccc3c(c2)C(CC)(CC)c2cc(-c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)c2ccc3c(c2)C(CC)(CC)c2cc(-c4ccc(/C=C(/C#N)C(=O)O)s4)ccc2-3)S1,C1CCOC1,439.0,fluodb
CC1=CC(C)=[N+]2C1=C(c1cccc(C#Cc3cc(-c4ccc(C)s4)c(-c4ccc(C)s4)s3)c1)c1c(C)cc(C)n1[B-]2(F)F,ClC(Cl)Cl,504.0,fluodb
CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1,CO,374.0,fluodb
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(C=C(C#N)C(=O)O)o3)cc2)cc1,C1CCOC1,469.0,fluodb
CCn1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2c2nc3cc(-c4ccc(/C=C(\C#N)C(=O)O)s4)ccc3nc21,CN(C)C=O,413.0,fluodb
CCCCN1C(=O)C2=C(c3ccc(Br)cc3)[N-]C(=O)C2=C1c1ccc(Br)cc1,ClCCl,571.0,fluodb
COc1ccc(-c2c3ccc(=[NH2+])cc-3n(C)c3cc(N(C)C)ccc23)cc1OC,O,486.0,fluodb
C[Si](C)(C)[Si](c1cc2sc([Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)cc2s1)([Si](C)(C)C)[Si](C)(C)C,ClCCl,309.0,fluodb
N#Cc1ccc(-n2c(-c3ccc(-c4ccc(-c5nc6c7ccccc7c7ccccc7c6n5-c5ccc(C#N)c6ccccc56)c5ccccc45)c4ccccc34)nc3c4ccccc4c4ccccc4c32)c2ccccc12,ClCCl,336.0,fluodb
Cn1c2ccccc2c2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc3sc(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)s4)cc3c21,ClC(Cl)Cl,551.0,fluodb
COc1cc2[nH]c3c(c2cc1OC)CCCC3=O,ClCCl,338.0,fluodb
N#Cc1c(N2CCCCC2)cc(-c2cccc3ccccc23)c2c1Cc1ccccc1-2,C1CCOC1,358.0,fluodb
COC(=O)c1c(C(=O)OC)c2cccnn2c1C(=O)OC,C1CCCCC1,431.0,fluodb
O=c1oc2ccccc2c(O)c1N=Nc1nc(-c2ccccc2)cs1,CCO,293.0,fluodb
Clc1ccc(/C=C/c2nc3ccccc3o2)cc1,C1CCCCC1,325.0,fluodb
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClCCl,335.0,fluodb
Cc1ccc(-c2ccc3cc4ccccc4nc3n2)cc1,CC(C)=O,388.0,fluodb
CCCC(=O)c1c2c(c(C(=O)CCC)c3c1OC(CC(=O)OC)(C(=O)O)O3)OCO2,CCO,445.0,fluodb
CCCCCCCCCCOc1ccc2cc(C3=C4C(=O)N(CC(OCC)OCC)C(c5cc6ccc(OCCCCCCCCCC)cc6o5)=C4C(=O)N3CC(OCC)OCC)oc2c1,ClC(Cl)Cl,595.0,fluodb
O=[N+]([O-])c1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2C(c2ccccc2)c2ccccc2)s1,ClCCl,466.0,fluodb
C1=C2B(Nc3ccc(N(c4ccccc4)c4ccccc4)cc31)c1cc(N(c3ccccc3)c3ccccc3)ccc1C(c1ccccc1)=C2c1ccccc1,ClCCl,443.0,fluodb
CCCCCCCCN(c1ccccc1)c1ccc(C=C2C(O)=NC(=S)N=C2O)cc1,C1CCOC1,482.0,fluodb
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CS(C)=O,397.0,fluodb
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Br)cc2)cc1,CCO,357.0,fluodb
Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCO,331.0,fluodb
c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc4c(c3)C3(c5cc(-c6cc(-c7ccccc7)cc(-c7ccccc7)c6)ccc5-4)c4ccccc4-c4c3c3c5ccccc5ccc3c3ccccc43)c2)cc1,C1CCOC1,379.0,fluodb
F[B-]1(F)n2cccc2C(I)=C2C=CC=[N+]21,C1CCOC1,507.0,fluodb
C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CCOC(C)=O,502.0,fluodb
COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCCCCC,504.0,fluodb
C[n+]1c2ccccc2c(-c2ccccc2)c2cc([N+](=O)[O-])ccc21,CS(C)=O,434.0,fluodb
N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)s1)C(=O)O,CN(C)C=O,460.0,fluodb
Oc1ccc(N=Nc2nc(-c3ccc(Cl)cc3)cs2)c2cccnc12,CS(C)=O,569.0,fluodb
CN1C=CC(=C(C#N)c2cc(C(F)(F)F)c3ccc(N4CCC4)cc3[o+]2)C=C1,O,541.0,fluodb
COc1ccc(-c2c(F)c(F)c(-c3ccc(OC)cc3)c(F)c2F)cc1,ClCCl,282.0,fluodb
CN(C)c1nc(N(C)C)c2nc(C#N)n(Cc3ccccc3)c2n1,C1COCCO1,345.0,fluodb
COc1cc(OC)cc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(/C=C/c4c[nH]c5ccc([N+](=O)[O-])cc45)c(I)c(C)c32)c1,ClCCl,606.0,fluodb
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4c(s3)-c3sc(-c5ccncc5)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)cc2)cc1,CN(C)C=O,444.0,fluodb
CN(C)c1ccc(-c2oc3cccc4[n+]3c2-c2ccccc2-4)cc1,ClCCl,506.0,fluodb
F[B-]1(F)n2c(ccc2-c2ccccc2)C(c2ccccc2)=C2C=CC(c3ccccc3)=[N+]21,CCOC(C)=O,551.0,fluodb
F[B-]1(F)n2c(nc(Br)c2Br)-c2cccc[n+]21,CC#N,356.0,fluodb
COC(=O)CCc1c(C)c(-c2cccs2)n2c1C(C#C[Si](C)(C)C)=c1c(CCC(=O)OC)c(C)c(=C3C=CC=[S+]3)n1[B-]2(F)F,ClCCl,636.0,fluodb
CCC1=C(CC)C(C)=[N+]2C1=Cc1cc3cc4c(cc3n1[B-]2(F)F)=[N+]1C(=Cc2c(CC)c(CC)c(C)n2[B-]1(F)F)C=4,ClC(Cl)Cl,692.0,fluodb
CCCCCCN1C(=O)c2cccc3c(Oc4ccc(C=O)cc4)ccc(c23)C1=O,CN(C)C=O,356.0,fluodb
CCCCCCN1C(=O)c2cccc3c(-c4ccc(C)s4)ccc(c23)C1=O,ClC(Cl)Cl,385.0,fluodb
CC1=CC(C)=[N+]2C1C(c1ccccc1)c1c(C)cc(/C=C/c3cc(O)cc(O)c3)n1[B-]2(F)F,C1CCCCC1,560.0,fluodb
c1ccc2c(c1)-c1c(cc3ccc4cccc5ccc1c3c45)C21c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)cc21,ClC(Cl)Cl,371.0,fluodb
COC(=O)/C=C/C1=CC2=C(c3c(C)cc(C)cc3C)c3cc(/C=C/C(=O)OC)c(/C=C/C(=O)OC)n3[B-](F)(F)[N+]2=C1/C=C/C(=O)OC,ClCCl,634.0,fluodb
C1=CNNC1,CS(C)=O,352.0,fluodb
Cc1ccccc1CNC1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(CC(C)C)nn4)n3[B-]2(F)F)C=C1,CS(C)=O,474.0,fluodb
O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,C1COCCO1,303.0,fluodb
Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cc(Cl)cc32)cc1,OC(F)(F)CF,509.0,fluodb
C/C=C/C1=N/C(=C\c2ccc(O)cc2)C(=O)N1C,ClC(Cl)Cl,400.0,fluodb
COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,CCO,466.0,fluodb
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,C1CCOC1,477.0,fluodb
Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c(C(=O)O)c1,CO,497.0,fluodb
CCC1=S=C(N2CCCCC2)SC1=C1C=C(C)C=C(I)C1=O,CO,360.0,fluodb
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(-c4ccc(N(c5ccc(C)cc5)c5ccc(C)cc5)cc4)c4nsnc34)cc2)cc1,ClCCl,485.0,fluodb
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)Oc5cc(/C=C/C=C/c6ccc(N(C)C)cc6)ccc5[N+](=O)[O-])CC[C@]4(C)[C@H]3CC[C@@]21C,C1CCOC1,454.0,fluodb
O=P1(c2ccccc2)C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)=Cc2c3ccc4cccc5ccc(c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)n1c26)c3c45,CC(C)=O,435.0,fluodb
O=C(O)CCC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCO,492.0,fluodb
CC1(C)OC(=C(C#N)C#N)C(Sc2ccccc2)=C1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,503.0,fluodb
Cn1c(=O)c(/N=N/c2ccc(Nc3ccccc3)c(S(=O)(=O)O)c2)c(O)c2ccccc21,CO,400.0,fluodb
COc1ccccc1-c1coc2cc(O)ccc2c1=O,O,335.0,fluodb
COC(=O)C[C@H](N=C(O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)OC(C)(C)C)C(=O)OC,CO,280.0,fluodb
CCCCCCOc1ccc(C(O)=Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)cc1,CS(C)=O,429.0,fluodb
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4sc5cc(-c6sc(/C=C(/C#N)C(=O)O)c7c6OCCO7)sc5c4s3)cc2)cc1,ClC(Cl)Cl,497.0,fluodb
COC(=O)c1c(C(=O)OC)c2ccc(C=Cc3cccc4ccccc34)nn2c1C(=O)OC,CO,453.0,fluodb
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(c3ccc[nH]3)c3ccccc3C1=C2,CO,609.0,fluodb
CCN(CC)c1ccc(C=C2SC(=S)N(CC(=O)O)C2=O)cc1,CCO,469.0,fluodb
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CC(C)OC(C)C,389.0,fluodb
CCCCOc1ccc(-c2ccc3c(c2)Sc2cc(-c4ccc(-c5ccc(/C=C(/C#N)C(=O)O)s5)c5nsnc45)ccc2N3CCCC)c(OCCCC)c1,ClCCl,498.0,fluodb
Cc1cc(/C=C/c2cccc(I)c2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,555.0,fluodb
CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,CCOCC,431.2000122070313,fluodb
COc1ccc2ccccc2c1-c1cc(-c2ccccc2)c2n1[B-](F)(F)n1c(c(-c3ccccc3)c3c1=C1C=CC(=[O+]C)C=C1CC3)=N2,ClC(Cl)Cl,668.0,fluodb
CCN(CC)c1ccc(-c2cc3c(s2)c(C(=O)OC)cc(=O)n3C)cc1,CS(C)=O,446.0,fluodb
Cc1ccc(C2=c3cc4c(n3[B-](F)(F)n3c2cc2c5ccccc5oc23)=[O+]c2ccccc2-4)cc1,CCOCC,578.0,fluodb
Cc1ccc(C(=O)O)c([O-])c1,O,295.0,fluodb
COc1cc(-c2ccc[nH]2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,ClCCl,530.0,fluodb
Cc1ccc2ccc3c(c2n1)N=C(/C=C1\C(=O)C(/C=C2\Nc4c(ccc5ccc(C)nc45)C2(C)C)=C1O)C3(C)C,CS(C)=O,692.0,fluodb
CC1=CC(C)=[N+]2C1=C(c1c3ccccc3cc3ccccc13)c1c(C)cc(C)n1[B-]2(F)F,CS(C)=O,507.0,fluodb
CC1(C)C2=[N+](c3ccc(Cl)cc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,ClCCl,472.0,fluodb
COc1ccc(-c2sc(C=C(C#N)C#N)c3c2OCCO3)cc1,ClCCl,379.0,fluodb
O=[N+]([O-])c1cccc(O)c1,O,328.0,fluodb
CCC1(CC)c2ccc(/C=C/C3=C(S(=O)(=O)c4ccccc4)C(=C(C#N)C#N)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,Cc1ccccc1,534.0,fluodb
CC1=CC(=c2ccc3c(c2)C=CC(=[N+](C)C)C=3)O[B-](F)(F)O1,ClC(Cl)Cl,466.0,fluodb
CCCCc1ccc2ccc3c(CCCC)cc(C(=O)CCC)c4ccc1c2c34,ClCCl,391.0,fluodb
CCC1=C(C)C2=C(COC(C)=O)c3c(C)c(CC)c(C)n3[B-](OC(C)=O)(OC(C)=O)[N+]2=C1C,CC(C)=O,546.0,fluodb
Cc1ccc(-c2nc(N3CCOCC3)sc2-c2ccc([N+](=O)[O-])s2)cc1,CC#N,468.0,fluodb
Cc1ccc(C2c3cccn3[B-](F)(F)[N+]3=C(Sc4ccc(Cl)cc4)C=CC23)cc1,ClCCl,534.0,fluodb
Cc1ccc(C(=O)c2c(C)c3ccc4cccc5c6cccc7ccc2c(c76)c3c45)cc1,ClCCl,391.0,fluodb
CC(=O)OCC1=C2C(C)=C(I)C(C)=[N+]2[B-](F)(F)n2c(C)c(I)c(C)c21,CS(C)=O,554.0,fluodb
N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)nc1O,C1CCOC1,377.0,fluodb
Cc1ccc(-c2nnc(-c3ccc4ccc5cccc6ccc3c4c56)o2)cc1,Cc1ccccc1,394.0,fluodb
CCOc1ccc(N(c2ccc(C=Cc3ccnc(-n4ccnc4)n3)cc2)c2ccc(OCC)cc2)cc1,CN(C)C=O,424.0,fluodb
CCN(CC)c1ccc(-c2cc3c(ccc4cc5c(n43)C(=O)N(CCCN=C(O)OC(C)(C)C)C5)o2)cc1,ClCCl,405.0,fluodb
CCN(CC)c1ccc2c(/C=C/C=C3\N(CCCCCC(=O)O)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)cc(C(C)(C)C)[o+]c2c1,CCO,638.0,fluodb
CCCCn1c(-c2ccc(-c3ccc(C4=S=C(/C=C(\C#N)C(=O)O)C=C4)s3)s2)nc2c3cccc4ccc5cccc(c5c43)c21,C1CCOC1,464.0,fluodb
COc1cc(Cl)c(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)c(Cl)c1O,CS(C)=O,556.0,fluodb
Cc1cc(C)c(C2=C3C=c4c(c5ccccc5c5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4c4ccccc4c23)c(C)c1,C1CCOC1,673.0,fluodb
CC1CC=C(c2ccc(-c3ccc(C=O)s3)s2)CC1,OCCOCCO,394.0,fluodb
CCCCNC(=O)c1nc2c(N(C)C)nc(N(C)C)nc2n1Cc1ccccc1,ClCCl,338.0,fluodb
C[N+](C)=C1C=CC(=C2C=C3c4ccccc4-c4ccccc4N3[B-](F)(F)O2)C=C1,CO,475.0,fluodb
Cc1ccc(C(O)=Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)cc1,CS(C)=O,430.0,fluodb
F[B-]1(F)[O+]=C(c2ccccc2)N=C2SC(c3ccccc3)=NN21,ClCCl,333.0,fluodb
CCOc1cc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)ccc1OC,CS(C)=O,568.0,fluodb
c1ccc(C2=C3C4=C(C5=[N+]3[B-]3(Oc6ccccc65)Oc5ccccc5-c5c6c(c2n53)C2CCC6CC2)C2CCC4CC2)cc1,ClCCl,626.0,fluodb
Cn1c(=O)c(/N=N/c2ccc(/N=N/c3ccc(S(=O)(=O)O)cc3)cc2)c(O)c2ccccc21,O,447.0,fluodb
CCCCCCCCOc1ccc(-c2ccc(N(c3ccc4c(c3)C(C)(C)c3cc(-c5ccc(-c6ccc(C=C(C#N)C(=O)O)s6)c6nsnc56)sc3-4)c3ccc(-c4ccc(OCCCCCCCC)cc4OCCCCCCCC)cc3-c3ccc(OCCCCCCCC)cc3OCCCCCCCC)cc2)c(OCCCCCCCC)c1,ClCCl,616.0,fluodb
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1S,CCCO,431.0,fluodb
O=S1(=O)c2ccccc2-c2c1c1ccccc1p2-c1ccccc1,CCO,356.0,fluodb
C(=C/c1ccc2ccccc2n1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,399.0,fluodb
C[C@]12SC(=O)C=C1c1nc(-c3ccccc3O)[nH]c1C1=CC(=O)S[C@@]12C,CC#N,455.0,fluodb
O=C(/C=C1\C(O)=Nc2ccccc21)c1ccc(Cl)cc1Cl,CCCCCC,334.0,fluodb
O=C(/C=C1\C(O)=Nc2ccccc21)c1ccc(O)cc1,ClCCl,336.0,fluodb
